STAT_DATE,XMMC,day_of_week,common_holiday,holiday
20160113,мчмч╡к(╟К),2,0,
20160114,мчмч╡к(╟К),3,0,
20160115,мчмч╡к(╟К),4,0,
20160116,мчмч╡к(╟К),5,1,
20160117,мчмч╡к(╟К),6,1,
20160118,мчмч╡к(╟К),0,0,
20160119,мчмч╡к(╟К),1,0,
20160120,мчмч╡к(╟К),2,0,
20160121,мчмч╡к(╟К),3,0,
20160122,мчмч╡к(╟К),4,0,
20160123,мчмч╡к(╟К),5,1,
20160124,мчмч╡к(╟К),6,1,
20160125,мчмч╡к(╟К),0,0,
20160126,мчмч╡к(╟К),1,0,
20160127,мчмч╡к(╟К),2,0,
20160128,мчмч╡к(╟К),3,0,
20160129,мчмч╡к(╟К),4,0,
20160130,мчмч╡к(╟К),5,1,
20160131,мчмч╡к(╟К),6,1,
20160201,мчмч╡к(╟К),0,0,
20160202,мчмч╡к(╟К),1,0,
20160203,мчмч╡к(╟К),2,0,
20160204,мчмч╡к(╟К),3,0,
20160205,мчмч╡к(╟К),4,0,
20160206,мчмч╡к(╟К),5,1,
20160209,мчмч╡к(╟К),1,0,
20160210,мчмч╡к(╟К),2,0,
20160211,мчмч╡к(╟К),3,0,
20160212,мчмч╡к(╟К),4,0,
20160213,мчмч╡к(╟К),5,1,
20160214,мчмч╡к(╟К),6,1,
20160215,мчмч╡к(╟К),0,0,
20160216,мчмч╡к(╟К),1,0,
20160217,мчмч╡к(╟К),2,0,
20160218,мчмч╡к(╟К),3,0,
20160219,мчмч╡к(╟К),4,0,
20160220,мчмч╡к(╟К),5,1,
20160221,мчмч╡к(╟К),6,1,
20160222,мчмч╡к(╟К),0,0,
20160223,мчмч╡к(╟К),1,0,
20160224,мчмч╡к(╟К),2,0,
20160225,мчмч╡к(╟К),3,0,
20160226,мчмч╡к(╟К),4,0,
20160227,мчмч╡к(╟К),5,1,
20160228,мчмч╡к(╟К),6,1,
20160229,мчмч╡к(╟К),0,0,
20160301,мчмч╡к(╟К),1,0,
20160302,мчмч╡к(╟К),2,0,
20160303,мчмч╡к(╟К),3,0,
20160304,мчмч╡к(╟К),4,0,
20160305,мчмч╡к(╟К),5,1,
20160306,мчмч╡к(╟К),6,1,
20160307,мчмч╡к(╟К),0,0,
20160308,мчмч╡к(╟К),1,0,
20160309,мчмч╡к(╟К),2,0,
20160310,мчмч╡к(╟К),3,0,
20160311,мчмч╡к(╟К),4,0,
20160312,мчмч╡к(╟К),5,1,
20160313,мчмч╡к(╟К),6,1,
20160314,мчмч╡к(╟К),0,0,
20160315,мчмч╡к(╟К),1,0,
20160316,мчмч╡к(╟К),2,0,
20160317,мчмч╡к(╟К),3,0,
20160318,мчмч╡к(╟К),4,0,
20160319,мчмч╡к(╟К),5,1,
20160320,мчмч╡к(╟К),6,1,
20160321,мчмч╡к(╟К),0,0,
20160322,мчмч╡к(╟К),1,0,
20160323,мчмч╡к(╟К),2,0,
20160324,мчмч╡к(╟К),3,0,
20160325,мчмч╡к(╟К),4,0,
20160326,мчмч╡к(╟К),5,1,
20160327,мчмч╡к(╟К),6,1,
20160328,мчмч╡к(╟К),0,0,
20160329,мчмч╡к(╟К),1,0,
20160330,мчмч╡к(╟К),2,0,
20160331,мчмч╡к(╟К),3,0,
20160401,мчмч╡к(╟К),4,0,
20160402,мчмч╡к(╟К),5,1,
20160403,мчмч╡к(╟К),6,1,
20160404,мчмч╡к(╟К),0,0,
20160405,мчмч╡к(╟К),1,0,
20160406,мчмч╡к(╟К),2,0,
20160407,мчмч╡к(╟К),3,0,
20160408,мчмч╡к(╟К),4,0,
20160409,мчмч╡к(╟К),5,1,
20160410,мчмч╡к(╟К),6,1,
20160411,мчмч╡к(╟К),0,0,
20160412,мчмч╡к(╟К),1,0,
20160413,мчмч╡к(╟К),2,0,
20160414,мчмч╡к(╟К),3,0,
20160415,мчмч╡к(╟К),4,0,
20160416,мчмч╡к(╟К),5,1,
20160417,мчмч╡к(╟К),6,1,
20160418,мчмч╡к(╟К),0,0,
20160419,мчмч╡к(╟К),1,0,
20160420,мчмч╡к(╟К),2,0,
20160421,мчмч╡к(╟К),3,0,
20160422,мчмч╡к(╟К),4,0,
20160423,мчмч╡к(╟К),5,1,
20160424,мчмч╡к(╟К),6,1,
20160425,мчмч╡к(╟К),0,0,
20160426,мчмч╡к(╟К),1,0,
20160427,мчмч╡к(╟К),2,0,
20160428,мчмч╡к(╟К),3,0,
20160429,мчмч╡к(╟К),4,0,
20160430,мчмч╡к(╟К),5,1,
20160501,мчмч╡к(╟К),6,1,
20160502,мчмч╡к(╟К),0,0,
20160503,мчмч╡к(╟К),1,0,
20160504,мчмч╡к(╟К),2,0,
20160505,мчмч╡к(╟К),3,0,
20160506,мчмч╡к(╟К),4,0,
20160507,мчмч╡к(╟К),5,1,
20160508,мчмч╡к(╟К),6,1,
20160509,мчмч╡к(╟К),0,0,
20160510,мчмч╡к(╟К),1,0,
20160511,мчмч╡к(╟К),2,0,
20160512,мчмч╡к(╟К),3,0,
20160513,мчмч╡к(╟К),4,0,
20160514,мчмч╡к(╟К),5,1,
20160515,мчмч╡к(╟К),6,1,
20160516,мчмч╡к(╟К),0,0,
20160517,мчмч╡к(╟К),1,0,
20160518,мчмч╡к(╟К),2,0,
20160519,мчмч╡к(╟К),3,0,
20160520,мчмч╡к(╟К),4,0,
20160521,мчмч╡к(╟К),5,1,
20160522,мчмч╡к(╟К),6,1,
20160523,мчмч╡к(╟К),0,0,
20160524,мчмч╡к(╟К),1,0,
20160525,мчмч╡к(╟К),2,0,
20160526,мчмч╡к(╟К),3,0,
20160527,мчмч╡к(╟К),4,0,
20160528,мчмч╡к(╟К),5,1,
20160529,мчмч╡к(╟К),6,1,
20160530,мчмч╡к(╟К),0,0,
20160531,мчмч╡к(╟К),1,0,
20160601,мчмч╡к(╟К),2,0,
20160602,мчмч╡к(╟К),3,0,
20160603,мчмч╡к(╟К),4,0,
20160604,мчмч╡к(╟К),5,1,
20160605,мчмч╡к(╟К),6,1,
20160606,мчмч╡к(╟К),0,0,
20160607,мчмч╡к(╟К),1,0,
20160608,мчмч╡к(╟К),2,0,
20160609,мчмч╡к(╟К),3,0,
20160610,мчмч╡к(╟К),4,0,
20160611,мчмч╡к(╟К),5,1,
20160612,мчмч╡к(╟К),6,1,
20160613,мчмч╡к(╟К),0,0,
20160614,мчмч╡к(╟К),1,0,
20160615,мчмч╡к(╟К),2,0,
20160616,мчмч╡к(╟К),3,0,
20160617,мчмч╡к(╟К),4,0,
20160618,мчмч╡к(╟К),5,1,
20160619,мчмч╡к(╟К),6,1,
20160620,мчмч╡к(╟К),0,0,
20160621,мчмч╡к(╟К),1,0,
20160622,мчмч╡к(╟К),2,0,
20160623,мчмч╡к(╟К),3,0,
20160624,мчмч╡к(╟К),4,0,
20160625,мчмч╡к(╟К),5,1,
20160626,мчмч╡к(╟К),6,1,
20160627,мчмч╡к(╟К),0,0,
20160628,мчмч╡к(╟К),1,0,
20160629,мчмч╡к(╟К),2,0,
20160630,мчмч╡к(╟К),3,0,
20160701,мчмч╡к(╟К),4,0,
20160702,мчмч╡к(╟К),5,1,
20160703,мчмч╡к(╟К),6,1,
20160704,мчмч╡к(╟К),0,0,
20160705,мчмч╡к(╟К),1,0,
20160706,мчмч╡к(╟К),2,0,
20160707,мчмч╡к(╟К),3,0,
20160708,мчмч╡к(╟К),4,0,
20160709,мчмч╡к(╟К),5,1,
20160710,мчмч╡к(╟К),6,1,
20160711,мчмч╡к(╟К),0,0,
20160712,мчмч╡к(╟К),1,0,
20160713,мчмч╡к(╟К),2,0,
20160714,мчмч╡к(╟К),3,0,
20160715,мчмч╡к(╟К),4,0,
20160716,мчмч╡к(╟К),5,1,
20160717,мчмч╡к(╟К),6,1,
20160718,мчмч╡к(╟К),0,0,
20160719,мчмч╡к(╟К),1,0,
20160720,мчмч╡к(╟К),2,0,
20160721,мчмч╡к(╟К),3,0,
20160722,мчмч╡к(╟К),4,0,
20160723,мчмч╡к(╟К),5,1,
20160724,мчмч╡к(╟К),6,1,
20160725,мчмч╡к(╟К),0,0,
20160726,мчмч╡к(╟К),1,0,
20160727,мчмч╡к(╟К),2,0,
20160728,мчмч╡к(╟К),3,0,
20160729,мчмч╡к(╟К),4,0,
20160730,мчмч╡к(╟К),5,1,
20160731,мчмч╡к(╟К),6,1,
20160801,мчмч╡к(╟К),0,0,
20160802,мчмч╡к(╟К),1,0,
20160803,мчмч╡к(╟К),2,0,
20160804,мчмч╡к(╟К),3,0,
20160805,мчмч╡к(╟К),4,0,
20160806,мчмч╡к(╟К),5,1,
20160807,мчмч╡к(╟К),6,1,
20160808,мчмч╡к(╟К),0,0,
20160809,мчмч╡к(╟К),1,0,
20160810,мчмч╡к(╟К),2,0,
20160811,мчмч╡к(╟К),3,0,
20160812,мчмч╡к(╟К),4,0,
20160813,мчмч╡к(╟К),5,1,
20160814,мчмч╡к(╟К),6,1,
20160815,мчмч╡к(╟К),0,0,
20160816,мчмч╡к(╟К),1,0,
20160817,мчмч╡к(╟К),2,0,
20160818,мчмч╡к(╟К),3,0,
20160819,мчмч╡к(╟К),4,0,
20160820,мчмч╡к(╟К),5,1,
20160821,мчмч╡к(╟К),6,1,
20160822,мчмч╡к(╟К),0,0,
20160823,мчмч╡к(╟К),1,0,
20160824,мчмч╡к(╟К),2,0,
20160825,мчмч╡к(╟К),3,0,
20160826,мчмч╡к(╟К),4,0,
20160827,мчмч╡к(╟К),5,1,
20160828,мчмч╡к(╟К),6,1,
20160829,мчмч╡к(╟К),0,0,
20160830,мчмч╡к(╟К),1,0,
20160831,мчмч╡к(╟К),2,0,
20160901,мчмч╡к(╟К),3,0,
20160902,мчмч╡к(╟К),4,0,
20160903,мчмч╡к(╟К),5,1,
20160904,мчмч╡к(╟К),6,1,
20160905,мчмч╡к(╟К),0,0,
20160906,мчмч╡к(╟К),1,0,
20160907,мчмч╡к(╟К),2,0,
20160908,мчмч╡к(╟К),3,0,
20160909,мчмч╡к(╟К),4,0,
20160910,мчмч╡к(╟К),5,1,
20160911,мчмч╡к(╟К),6,1,
20160912,мчмч╡к(╟К),0,0,
20160913,мчмч╡к(╟К),1,0,
20160914,мчмч╡к(╟К),2,0,
20160915,мчмч╡к(╟К),3,0,
20160916,мчмч╡к(╟К),4,0,
20160917,мчмч╡к(╟К),5,1,
20160918,мчмч╡к(╟К),6,1,
20160919,мчмч╡к(╟К),0,0,
20160920,мчмч╡к(╟К),1,0,
20160921,мчмч╡к(╟К),2,0,
20160922,мчмч╡к(╟К),3,0,
20160923,мчмч╡к(╟К),4,0,
20160924,мчмч╡к(╟К),5,1,
20160925,мчмч╡к(╟К),6,1,
20160926,мчмч╡к(╟К),0,0,
20160927,мчмч╡к(╟К),1,0,
20160928,мчмч╡к(╟К),2,0,
20160929,мчмч╡к(╟К),3,0,
20160930,мчмч╡к(╟К),4,0,
20161001,мчмч╡к(╟К),5,1,
20161002,мчмч╡к(╟К),6,1,
20161003,мчмч╡к(╟К),0,0,
20161004,мчмч╡к(╟К),1,0,
20161005,мчмч╡к(╟К),2,0,
20161006,мчмч╡к(╟К),3,0,
20161007,мчмч╡к(╟К),4,0,
20161008,мчмч╡к(╟К),5,1,
20161009,мчмч╡к(╟К),6,1,
20161010,мчмч╡к(╟К),0,0,
20161011,мчмч╡к(╟К),1,0,
20161012,мчмч╡к(╟К),2,0,
20161013,мчмч╡к(╟К),3,0,
20161014,мчмч╡к(╟К),4,0,
20161015,мчмч╡к(╟К),5,1,
20161016,мчмч╡к(╟К),6,1,
20161017,мчмч╡к(╟К),0,0,
20161018,мчмч╡к(╟К),1,0,
20161019,мчмч╡к(╟К),2,0,
20161020,мчмч╡к(╟К),3,0,
20161021,мчмч╡к(╟К),4,0,
20161022,мчмч╡к(╟К),5,1,
20161023,мчмч╡к(╟К),6,1,
20161024,мчмч╡к(╟К),0,0,
20161025,мчмч╡к(╟К),1,0,
20161026,мчмч╡к(╟К),2,0,
20161027,мчмч╡к(╟К),3,0,
20161028,мчмч╡к(╟К),4,0,
20161029,мчмч╡к(╟К),5,1,
20161030,мчмч╡к(╟К),6,1,
20161031,мчмч╡к(╟К),0,0,
20161101,мчмч╡к(╟К),1,0,
20161102,мчмч╡к(╟К),2,0,
20161103,мчмч╡к(╟К),3,0,
20161104,мчмч╡к(╟К),4,0,
20161105,мчмч╡к(╟К),5,1,
20161106,мчмч╡к(╟К),6,1,
20161107,мчмч╡к(╟К),0,0,
20161108,мчмч╡к(╟К),1,0,
20161109,мчмч╡к(╟К),2,0,
20161110,мчмч╡к(╟К),3,0,
20161111,мчмч╡к(╟К),4,0,
20161112,мчмч╡к(╟К),5,1,
20161113,мчмч╡к(╟К),6,1,
20161114,мчмч╡к(╟К),0,0,
20161115,мчмч╡к(╟К),1,0,
20161116,мчмч╡к(╟К),2,0,
20161117,мчмч╡к(╟К),3,0,
20161118,мчмч╡к(╟К),4,0,
20161119,мчмч╡к(╟К),5,1,
20161120,мчмч╡к(╟К),6,1,
20161121,мчмч╡к(╟К),0,0,
20161122,мчмч╡к(╟К),1,0,
20161123,мчмч╡к(╟К),2,0,
20161124,мчмч╡к(╟К),3,0,
20161125,мчмч╡к(╟К),4,0,
20161126,мчмч╡к(╟К),5,1,
20161127,мчмч╡к(╟К),6,1,
20161128,мчмч╡к(╟К),0,0,
20161129,мчмч╡к(╟К),1,0,
20161130,мчмч╡к(╟К),2,0,
20161201,мчмч╡к(╟К),3,0,
20161202,мчмч╡к(╟К),4,0,
20161203,мчмч╡к(╟К),5,1,
20161204,мчмч╡к(╟К),6,1,
20161205,мчмч╡к(╟К),0,0,
20161206,мчмч╡к(╟К),1,0,
20161207,мчмч╡к(╟К),2,0,
20161208,мчмч╡к(╟К),3,0,
20161209,мчмч╡к(╟К),4,0,
20161210,мчмч╡к(╟К),5,1,
20161211,мчмч╡к(╟К),6,1,
20161212,мчмч╡к(╟К),0,0,
20161213,мчмч╡к(╟К),1,0,
20161214,мчмч╡к(╟К),2,0,
20161215,мчмч╡к(╟К),3,0,
20161216,мчмч╡к(╟К),4,0,
20161217,мчмч╡к(╟К),5,1,
20161218,мчмч╡к(╟К),6,1,
20161219,мчмч╡к(╟К),0,0,
20161220,мчмч╡к(╟К),1,0,
20161221,мчмч╡к(╟К),2,0,
20161222,мчмч╡к(╟К),3,0,
20161223,мчмч╡к(╟К),4,0,
20161224,мчмч╡к(╟К),5,1,
20161225,мчмч╡к(╟К),6,1,
20161226,мчмч╡к(╟К),0,0,
20161227,мчмч╡к(╟К),1,0,
20161228,мчмч╡к(╟К),2,0,
20161229,мчмч╡к(╟К),3,0,
20161230,мчмч╡к(╟К),4,0,
20161231,мчмч╡к(╟К),5,1,
20170101,мчмч╡к(╟К),6,1,
20170102,мчмч╡к(╟К),0,0,
20170103,мчмч╡к(╟К),1,0,
20170104,мчмч╡к(╟К),2,0,
20170105,мчмч╡к(╟К),3,0,
20170106,мчмч╡к(╟К),4,0,
20170107,мчмч╡к(╟К),5,1,
20170108,мчмч╡к(╟К),6,1,
20170109,мчмч╡к(╟К),0,0,
20170110,мчмч╡к(╟К),1,0,
20170111,мчмч╡к(╟К),2,0,
20170112,мчмч╡к(╟К),3,0,
20170113,мчмч╡к(╟К),4,0,
20170114,мчмч╡к(╟К),5,1,
20170115,мчмч╡к(╟К),6,1,
20170116,мчмч╡к(╟К),0,0,
20170117,мчмч╡к(╟К),1,0,
20170118,мчмч╡к(╟К),2,0,
20170119,мчмч╡к(╟К),3,0,
20170120,мчмч╡к(╟К),4,0,
20170121,мчмч╡к(╟К),5,1,
20170122,мчмч╡к(╟К),6,1,
20170123,мчмч╡к(╟К),0,0,
20170124,мчмч╡к(╟К),1,0,
20170125,мчмч╡к(╟К),2,0,
20170126,мчмч╡к(╟К),3,0,
20170129,мчмч╡к(╟К),6,1,
20170130,мчмч╡к(╟К),0,0,
20170131,мчмч╡к(╟К),1,0,
20170201,мчмч╡к(╟К),2,0,
20170202,мчмч╡к(╟К),3,0,
20170203,мчмч╡к(╟К),4,0,
20170204,мчмч╡к(╟К),5,1,
20170205,мчмч╡к(╟К),6,1,
20170206,мчмч╡к(╟К),0,0,
20170207,мчмч╡к(╟К),1,0,
20170208,мчмч╡к(╟К),2,0,
20170209,мчмч╡к(╟К),3,0,
20170210,мчмч╡к(╟К),4,0,
20170211,мчмч╡к(╟К),5,1,
20170212,мчмч╡к(╟К),6,1,
20170213,мчмч╡к(╟К),0,0,
20170214,мчмч╡к(╟К),1,0,
20170215,мчмч╡к(╟К),2,0,
20170216,мчмч╡к(╟К),3,0,
20170217,мчмч╡к(╟К),4,0,
20170218,мчмч╡к(╟К),5,1,
20170219,мчмч╡к(╟К),6,1,
20170220,мчмч╡к(╟К),0,0,
20170221,мчмч╡к(╟К),1,0,
20170222,мчмч╡к(╟К),2,0,
20170223,мчмч╡к(╟К),3,0,
20170224,мчмч╡к(╟К),4,0,
20170225,мчмч╡к(╟К),5,1,
20170226,мчмч╡к(╟К),6,1,
20170227,мчмч╡к(╟К),0,0,
20170228,мчмч╡к(╟К),1,0,
20170301,мчмч╡к(╟К),2,0,
20170302,мчмч╡к(╟К),3,0,
20170303,мчмч╡к(╟К),4,0,
20170304,мчмч╡к(╟К),5,1,
20170305,мчмч╡к(╟К),6,1,
20170306,мчмч╡к(╟К),0,0,
20170307,мчмч╡к(╟К),1,0,
20170308,мчмч╡к(╟К),2,0,
20170309,мчмч╡к(╟К),3,0,
20170310,мчмч╡к(╟К),4,0,
20170311,мчмч╡к(╟К),5,1,
20170312,мчмч╡к(╟К),6,1,
20170313,мчмч╡к(╟К),0,0,
20170314,мчмч╡к(╟К),1,0,
20170315,мчмч╡к(╟К),2,0,
20170316,мчмч╡к(╟К),3,0,
20170317,мчмч╡к(╟К),4,0,
20170318,мчмч╡к(╟К),5,1,
20170319,мчмч╡к(╟К),6,1,
20170320,мчмч╡к(╟К),0,0,
20170321,мчмч╡к(╟К),1,0,
20170322,мчмч╡к(╟К),2,0,
20170323,мчмч╡к(╟К),3,0,
20170324,мчмч╡к(╟К),4,0,
20170325,мчмч╡к(╟К),5,1,
20170326,мчмч╡к(╟К),6,1,
20170327,мчмч╡к(╟К),0,0,
20170328,мчмч╡к(╟К),1,0,
20170329,мчмч╡к(╟К),2,0,
20170330,мчмч╡к(╟К),3,0,
20170331,мчмч╡к(╟К),4,0,
20170401,мчмч╡к(╟К),5,1,
20170402,мчмч╡к(╟К),6,1,
20170403,мчмч╡к(╟К),0,0,
20170404,мчмч╡к(╟К),1,0,
20170405,мчмч╡к(╟К),2,0,
20170406,мчмч╡к(╟К),3,0,
20170407,мчмч╡к(╟К),4,0,
20170408,мчмч╡к(╟К),5,1,
20170409,мчмч╡к(╟К),6,1,
20170410,мчмч╡к(╟К),0,0,
20170411,мчмч╡к(╟К),1,0,
20170412,мчмч╡к(╟К),2,0,
20170413,мчмч╡к(╟К),3,0,
20170414,мчмч╡к(╟К),4,0,
20170415,мчмч╡к(╟К),5,1,
20170416,мчмч╡к(╟К),6,1,
20170417,мчмч╡к(╟К),0,0,
20170418,мчмч╡к(╟К),1,0,
20170419,мчмч╡к(╟К),2,0,
20170420,мчмч╡к(╟К),3,0,
20170421,мчмч╡к(╟К),4,0,
20170422,мчмч╡к(╟К),5,1,
20170423,мчмч╡к(╟К),6,1,
20170424,мчмч╡к(╟К),0,0,
20170425,мчмч╡к(╟К),1,0,
20170426,мчмч╡к(╟К),2,0,
20170427,мчмч╡к(╟К),3,0,
20170428,мчмч╡к(╟К),4,0,
20170429,мчмч╡к(╟К),5,1,
20170430,мчмч╡к(╟К),6,1,
20170501,мчмч╡к(╟К),0,0,
20170502,мчмч╡к(╟К),1,0,
20170503,мчмч╡к(╟К),2,0,
20170504,мчмч╡к(╟К),3,0,
20170505,мчмч╡к(╟К),4,0,
20170506,мчмч╡к(╟К),5,1,
20170507,мчмч╡к(╟К),6,1,
20170508,мчмч╡к(╟К),0,0,
20170509,мчмч╡к(╟К),1,0,
20170510,мчмч╡к(╟К),2,0,
20170511,мчмч╡к(╟К),3,0,
20170512,мчмч╡к(╟К),4,0,
20170513,мчмч╡к(╟К),5,1,
20170514,мчмч╡к(╟К),6,1,
20170515,мчмч╡к(╟К),0,0,
20170516,мчмч╡к(╟К),1,0,
20170517,мчмч╡к(╟К),2,0,
20170518,мчмч╡к(╟К),3,0,
20170519,мчмч╡к(╟К),4,0,
20170520,мчмч╡к(╟К),5,1,
20170521,мчмч╡к(╟К),6,1,
20170522,мчмч╡к(╟К),0,0,
20170523,мчмч╡к(╟К),1,0,
20170524,мчмч╡к(╟К),2,0,
20170525,мчмч╡к(╟К),3,0,
20170526,мчмч╡к(╟К),4,0,
20170527,мчмч╡к(╟К),5,1,
20170528,мчмч╡к(╟К),6,1,
20170529,мчмч╡к(╟К),0,0,
20170530,мчмч╡к(╟К),1,0,
20170531,мчмч╡к(╟К),2,0,
20170601,мчмч╡к(╟К),3,0,
20170602,мчмч╡к(╟К),4,0,
20170603,мчмч╡к(╟К),5,1,
20170604,мчмч╡к(╟К),6,1,
20170605,мчмч╡к(╟К),0,0,
20170606,мчмч╡к(╟К),1,0,
20170607,мчмч╡к(╟К),2,0,
20170608,мчмч╡к(╟К),3,0,
20170609,мчмч╡к(╟К),4,0,
20170610,мчмч╡к(╟К),5,1,
20170611,мчмч╡к(╟К),6,1,
20170612,мчмч╡к(╟К),0,0,
20170613,мчмч╡к(╟К),1,0,
20170614,мчмч╡к(╟К),2,0,
20170615,мчмч╡к(╟К),3,0,
20170616,мчмч╡к(╟К),4,0,
20170617,мчмч╡к(╟К),5,1,
20170618,мчмч╡к(╟К),6,1,
20170619,мчмч╡к(╟К),0,0,
20170620,мчмч╡к(╟К),1,0,
20170621,мчмч╡к(╟К),2,0,
20170622,мчмч╡к(╟К),3,0,
20170623,мчмч╡к(╟К),4,0,
20170624,мчмч╡к(╟К),5,1,
20170625,мчмч╡к(╟К),6,1,
20170626,мчмч╡к(╟К),0,0,
20170627,мчмч╡к(╟К),1,0,
20170628,мчмч╡к(╟К),2,0,
20170629,мчмч╡к(╟К),3,0,
20170630,мчмч╡к(╟К),4,0,
20170701,мчмч╡к(╟К),5,1,
20170702,мчмч╡к(╟К),6,1,
20170703,мчмч╡к(╟К),0,0,
20170704,мчмч╡к(╟К),1,0,
20170705,мчмч╡к(╟К),2,0,
20170706,мчмч╡к(╟К),3,0,
20170707,мчмч╡к(╟К),4,0,
20170708,мчмч╡к(╟К),5,1,
20170709,мчмч╡к(╟К),6,1,
20170710,мчмч╡к(╟К),0,0,
20170711,мчмч╡к(╟К),1,0,
20170712,мчмч╡к(╟К),2,0,
20170713,мчмч╡к(╟К),3,0,
20170714,мчмч╡к(╟К),4,0,
20170715,мчмч╡к(╟К),5,1,
20170716,мчмч╡к(╟К),6,1,
20170717,мчмч╡к(╟К),0,0,
20170718,мчмч╡к(╟К),1,0,
20170719,мчмч╡к(╟К),2,0,
20170720,мчмч╡к(╟К),3,0,
20170721,мчмч╡к(╟К),4,0,
20170722,мчмч╡к(╟К),5,1,
20170723,мчмч╡к(╟К),6,1,
20170724,мчмч╡к(╟К),0,0,
20170725,мчмч╡к(╟К),1,0,
20170726,мчмч╡к(╟К),2,0,
20170727,мчмч╡к(╟К),3,0,
20170728,мчмч╡к(╟К),4,0,
20170729,мчмч╡к(╟К),5,1,
20170730,мчмч╡к(╟К),6,1,
20170731,мчмч╡к(╟К),0,0,
20170801,мчмч╡к(╟К),1,0,
20170802,мчмч╡к(╟К),2,0,
20170803,мчмч╡к(╟К),3,0,
20170804,мчмч╡к(╟К),4,0,
20170805,мчмч╡к(╟К),5,1,
20170806,мчмч╡к(╟К),6,1,
20170807,мчмч╡к(╟К),0,0,
20170808,мчмч╡к(╟К),1,0,
20170809,мчмч╡к(╟К),2,0,
20170810,мчмч╡к(╟К),3,0,
20170811,мчмч╡к(╟К),4,0,
20170812,мчмч╡к(╟К),5,1,
20170813,мчмч╡к(╟К),6,1,
20170814,мчмч╡к(╟К),0,0,
20170815,мчмч╡к(╟К),1,0,
20170816,мчмч╡к(╟К),2,0,
20170817,мчмч╡к(╟К),3,0,
20170818,мчмч╡к(╟К),4,0,
20170819,мчмч╡к(╟К),5,1,
20170820,мчмч╡к(╟К),6,1,
20170821,мчмч╡к(╟К),0,0,
20170822,мчмч╡к(╟К),1,0,
20170823,мчмч╡к(╟К),2,0,
20170824,мчмч╡к(╟К),3,0,
20170825,мчмч╡к(╟К),4,0,
20170826,мчмч╡к(╟К),5,1,
20170827,мчмч╡к(╟К),6,1,
20170828,мчмч╡к(╟К),0,0,
20150501,©МэФ╥ш,4,0,
20150502,©МэФ╥ш,5,1,
20150503,©МэФ╥ш,6,1,
20150504,©МэФ╥ш,0,0,
20150505,©МэФ╥ш,1,0,
20150506,©МэФ╥ш,2,0,
20150507,©МэФ╥ш,3,0,
20150508,©МэФ╥ш,4,0,
20150509,©МэФ╥ш,5,1,
20150510,©МэФ╥ш,6,1,
20150511,©МэФ╥ш,0,0,
20150512,©МэФ╥ш,1,0,
20150513,©МэФ╥ш,2,0,
20150514,©МэФ╥ш,3,0,
20150515,©МэФ╥ш,4,0,
20150516,©МэФ╥ш,5,1,
20150517,©МэФ╥ш,6,1,
20150518,©МэФ╥ш,0,0,
20150519,©МэФ╥ш,1,0,
20150520,©МэФ╥ш,2,0,
20150521,©МэФ╥ш,3,0,
20150522,©МэФ╥ш,4,0,
20150523,©МэФ╥ш,5,1,
20150524,©МэФ╥ш,6,1,
20150525,©МэФ╥ш,0,0,
20150526,©МэФ╥ш,1,0,
20150527,©МэФ╥ш,2,0,
20150528,©МэФ╥ш,3,0,
20150529,©МэФ╥ш,4,0,
20150530,©МэФ╥ш,5,1,
20150531,©МэФ╥ш,6,1,
20150601,©МэФ╥ш,0,0,
20150602,©МэФ╥ш,1,0,
20150603,©МэФ╥ш,2,0,
20150604,©МэФ╥ш,3,0,
20150605,©МэФ╥ш,4,0,
20150606,©МэФ╥ш,5,1,
20150607,©МэФ╥ш,6,1,
20150608,©МэФ╥ш,0,0,
20150609,©МэФ╥ш,1,0,
20150610,©МэФ╥ш,2,0,
20150611,©МэФ╥ш,3,0,
20150612,©МэФ╥ш,4,0,
20150613,©МэФ╥ш,5,1,
20150614,©МэФ╥ш,6,1,
20150615,©МэФ╥ш,0,0,
20150616,©МэФ╥ш,1,0,
20150617,©МэФ╥ш,2,0,
20150618,©МэФ╥ш,3,0,
20150619,©МэФ╥ш,4,0,
20150620,©МэФ╥ш,5,1,
20150621,©МэФ╥ш,6,1,
20150622,©МэФ╥ш,0,0,
20150623,©МэФ╥ш,1,0,
20150624,©МэФ╥ш,2,0,
20150625,©МэФ╥ш,3,0,
20150626,©МэФ╥ш,4,0,
20150627,©МэФ╥ш,5,1,
20150628,©МэФ╥ш,6,1,
20150629,©МэФ╥ш,0,0,
20150630,©МэФ╥ш,1,0,
20150701,©МэФ╥ш,2,0,
20150702,©МэФ╥ш,3,0,
20150703,©МэФ╥ш,4,0,
20150704,©МэФ╥ш,5,1,
20150705,©МэФ╥ш,6,1,
20150706,©МэФ╥ш,0,0,
20150707,©МэФ╥ш,1,0,
20150708,©МэФ╥ш,2,0,
20150709,©МэФ╥ш,3,0,
20150710,©МэФ╥ш,4,0,
20150711,©МэФ╥ш,5,1,
20150712,©МэФ╥ш,6,1,
20150713,©МэФ╥ш,0,0,
20150714,©МэФ╥ш,1,0,
20150715,©МэФ╥ш,2,0,
20150716,©МэФ╥ш,3,0,
20150717,©МэФ╥ш,4,0,
20150718,©МэФ╥ш,5,1,
20150719,©МэФ╥ш,6,1,
20150720,©МэФ╥ш,0,0,
20150721,©МэФ╥ш,1,0,
20150722,©МэФ╥ш,2,0,
