STAT_DATE,XMMC,day_of_week,common_holiday,holiday
20150723,©МэФ╥ш,3,0,
20150724,©МэФ╥ш,4,0,
20150725,©МэФ╥ш,5,1,
20150726,©МэФ╥ш,6,1,
20150727,©МэФ╥ш,0,0,
20150728,©МэФ╥ш,1,0,
20150729,©МэФ╥ш,2,0,
20150730,©МэФ╥ш,3,0,
20150731,©МэФ╥ш,4,0,
20150801,©МэФ╥ш,5,1,
20150802,©МэФ╥ш,6,1,
20150803,©МэФ╥ш,0,0,
20150804,©МэФ╥ш,1,0,
20150805,©МэФ╥ш,2,0,
20150806,©МэФ╥ш,3,0,
20150807,©МэФ╥ш,4,0,
20150808,©МэФ╥ш,5,1,
20150809,©МэФ╥ш,6,1,
20150810,©МэФ╥ш,0,0,
20150811,©МэФ╥ш,1,0,
20150812,©МэФ╥ш,2,0,
20150813,©МэФ╥ш,3,0,
20150814,©МэФ╥ш,4,0,
20150817,©МэФ╥ш,0,0,
20150818,©МэФ╥ш,1,0,
20150819,©МэФ╥ш,2,0,
20150820,©МэФ╥ш,3,0,
20150821,©МэФ╥ш,4,0,
20150822,©МэФ╥ш,5,1,
20150823,©МэФ╥ш,6,1,
20150824,©МэФ╥ш,0,0,
20150825,©МэФ╥ш,1,0,
20150826,©МэФ╥ш,2,0,
20150827,©МэФ╥ш,3,0,
20150828,©МэФ╥ш,4,0,
20150829,©МэФ╥ш,5,1,
20150830,©МэФ╥ш,6,1,
20150831,©МэФ╥ш,0,0,
20150901,©МэФ╥ш,1,0,
20150902,©МэФ╥ш,2,0,
20150903,©МэФ╥ш,3,0,
20150904,©МэФ╥ш,4,0,
20150905,©МэФ╥ш,5,1,
20150906,©МэФ╥ш,6,1,
20150907,©МэФ╥ш,0,0,
20150908,©МэФ╥ш,1,0,
20150909,©МэФ╥ш,2,0,
20150910,©МэФ╥ш,3,0,
20150911,©МэФ╥ш,4,0,
20150912,©МэФ╥ш,5,1,
20150913,©МэФ╥ш,6,1,
20150914,©МэФ╥ш,0,0,
20150915,©МэФ╥ш,1,0,
20150916,©МэФ╥ш,2,0,
20150917,©МэФ╥ш,3,0,
20150918,©МэФ╥ш,4,0,
20150919,©МэФ╥ш,5,1,
20150920,©МэФ╥ш,6,1,
20150921,©МэФ╥ш,0,0,
20150922,©МэФ╥ш,1,0,
20150923,©МэФ╥ш,2,0,
20150924,©МэФ╥ш,3,0,
20150925,©МэФ╥ш,4,0,
20150926,©МэФ╥ш,5,1,
20150927,©МэФ╥ш,6,1,
20150928,©МэФ╥ш,0,0,
20150929,©МэФ╥ш,1,0,
20150930,©МэФ╥ш,2,0,
20151001,©МэФ╥ш,3,0,
20151002,©МэФ╥ш,4,0,
20151003,©МэФ╥ш,5,1,
20151004,©МэФ╥ш,6,1,
20151005,©МэФ╥ш,0,0,
20151006,©МэФ╥ш,1,0,
20151007,©МэФ╥ш,2,0,
20151008,©МэФ╥ш,3,0,
20151009,©МэФ╥ш,4,0,
20151010,©МэФ╥ш,5,1,
20151011,©МэФ╥ш,6,1,
20151012,©МэФ╥ш,0,0,
20151013,©МэФ╥ш,1,0,
20151014,©МэФ╥ш,2,0,
20151015,©МэФ╥ш,3,0,
20151016,©МэФ╥ш,4,0,
20151017,©МэФ╥ш,5,1,
20151018,©МэФ╥ш,6,1,
20151019,©МэФ╥ш,0,0,
20151020,©МэФ╥ш,1,0,
20151021,©МэФ╥ш,2,0,
20151022,©МэФ╥ш,3,0,
20151023,©МэФ╥ш,4,0,
20151024,©МэФ╥ш,5,1,
20151025,©МэФ╥ш,6,1,
20151026,©МэФ╥ш,0,0,
20151027,©МэФ╥ш,1,0,
20151028,©МэФ╥ш,2,0,
20151029,©МэФ╥ш,3,0,
20151030,©МэФ╥ш,4,0,
20151031,©МэФ╥ш,5,1,
20151101,©МэФ╥ш,6,1,
20151102,©МэФ╥ш,0,0,
20151103,©МэФ╥ш,1,0,
20151104,©МэФ╥ш,2,0,
20151105,©МэФ╥ш,3,0,
20151106,©МэФ╥ш,4,0,
20151107,©МэФ╥ш,5,1,
20151108,©МэФ╥ш,6,1,
20151109,©МэФ╥ш,0,0,
20151110,©МэФ╥ш,1,0,
20151111,©МэФ╥ш,2,0,
20151112,©МэФ╥ш,3,0,
20151113,©МэФ╥ш,4,0,
20151114,©МэФ╥ш,5,1,
20151115,©МэФ╥ш,6,1,
20151116,©МэФ╥ш,0,0,
20151117,©МэФ╥ш,1,0,
20151118,©МэФ╥ш,2,0,
20151119,©МэФ╥ш,3,0,
20151120,©МэФ╥ш,4,0,
20151121,©МэФ╥ш,5,1,
20151122,©МэФ╥ш,6,1,
20151123,©МэФ╥ш,0,0,
20151124,©МэФ╥ш,1,0,
20151125,©МэФ╥ш,2,0,
20151126,©МэФ╥ш,3,0,
20151127,©МэФ╥ш,4,0,
20151128,©МэФ╥ш,5,1,
20151129,©МэФ╥ш,6,1,
20151130,©МэФ╥ш,0,0,
20151201,©МэФ╥ш,1,0,
20151202,©МэФ╥ш,2,0,
20151203,©МэФ╥ш,3,0,
20151204,©МэФ╥ш,4,0,
20151205,©МэФ╥ш,5,1,
20151206,©МэФ╥ш,6,1,
20151207,©МэФ╥ш,0,0,
20151208,©МэФ╥ш,1,0,
20151209,©МэФ╥ш,2,0,
20151210,©МэФ╥ш,3,0,
20151211,©МэФ╥ш,4,0,
20151212,©МэФ╥ш,5,1,
20151213,©МэФ╥ш,6,1,
20151214,©МэФ╥ш,0,0,
20151215,©МэФ╥ш,1,0,
20151216,©МэФ╥ш,2,0,
20151217,©МэФ╥ш,3,0,
20151218,©МэФ╥ш,4,0,
20151219,©МэФ╥ш,5,1,
20151220,©МэФ╥ш,6,1,
20151221,©МэФ╥ш,0,0,
20151222,©МэФ╥ш,1,0,
20151223,©МэФ╥ш,2,0,
20151224,©МэФ╥ш,3,0,
20151225,©МэФ╥ш,4,0,
20151226,©МэФ╥ш,5,1,
20151227,©МэФ╥ш,6,1,
20151228,©МэФ╥ш,0,0,
20151229,©МэФ╥ш,1,0,
20151230,©МэФ╥ш,2,0,
20151231,©МэФ╥ш,3,0,
20160101,©МэФ╥ш,4,0,
20160102,©МэФ╥ш,5,1,
20160103,©МэФ╥ш,6,1,
20160104,©МэФ╥ш,0,0,
20160105,©МэФ╥ш,1,0,
20160106,©МэФ╥ш,2,0,
20160107,©МэФ╥ш,3,0,
20160108,©МэФ╥ш,4,0,
20160109,©МэФ╥ш,5,1,
20160110,©МэФ╥ш,6,1,
20160111,©МэФ╥ш,0,0,
20160112,©МэФ╥ш,1,0,
20160113,©МэФ╥ш,2,0,
20160114,©МэФ╥ш,3,0,
20160115,©МэФ╥ш,4,0,
20160116,©МэФ╥ш,5,1,
20160117,©МэФ╥ш,6,1,
20160118,©МэФ╥ш,0,0,
20160119,©МэФ╥ш,1,0,
20160120,©МэФ╥ш,2,0,
20160121,©МэФ╥ш,3,0,
20160122,©МэФ╥ш,4,0,
20160123,©МэФ╥ш,5,1,
20160124,©МэФ╥ш,6,1,
20160125,©МэФ╥ш,0,0,
20160126,©МэФ╥ш,1,0,
20160127,©МэФ╥ш,2,0,
20160128,©МэФ╥ш,3,0,
20160129,©МэФ╥ш,4,0,
20160130,©МэФ╥ш,5,1,
20160131,©МэФ╥ш,6,1,
20160201,©МэФ╥ш,0,0,
20160202,©МэФ╥ш,1,0,
20160203,©МэФ╥ш,2,0,
20160204,©МэФ╥ш,3,0,
20160205,©МэФ╥ш,4,0,
20160206,©МэФ╥ш,5,1,
20160209,©МэФ╥ш,1,0,
20160210,©МэФ╥ш,2,0,
20160211,©МэФ╥ш,3,0,
20160212,©МэФ╥ш,4,0,
20160213,©МэФ╥ш,5,1,
20160214,©МэФ╥ш,6,1,
20160215,©МэФ╥ш,0,0,
20160216,©МэФ╥ш,1,0,
20160217,©МэФ╥ш,2,0,
20160218,©МэФ╥ш,3,0,
20160219,©МэФ╥ш,4,0,
20160220,©МэФ╥ш,5,1,
20160221,©МэФ╥ш,6,1,
20160222,©МэФ╥ш,0,0,
20160223,©МэФ╥ш,1,0,
20160224,©МэФ╥ш,2,0,
20160225,©МэФ╥ш,3,0,
20160226,©МэФ╥ш,4,0,
20160227,©МэФ╥ш,5,1,
20160228,©МэФ╥ш,6,1,
20160229,©МэФ╥ш,0,0,
20160301,©МэФ╥ш,1,0,
20160302,©МэФ╥ш,2,0,
20160303,©МэФ╥ш,3,0,
20160304,©МэФ╥ш,4,0,
20160305,©МэФ╥ш,5,1,
20160306,©МэФ╥ш,6,1,
20160307,©МэФ╥ш,0,0,
20160308,©МэФ╥ш,1,0,
20160309,©МэФ╥ш,2,0,
20160310,©МэФ╥ш,3,0,
20160311,©МэФ╥ш,4,0,
20160312,©МэФ╥ш,5,1,
20160313,©МэФ╥ш,6,1,
20160314,©МэФ╥ш,0,0,
20160315,©МэФ╥ш,1,0,
20160316,©МэФ╥ш,2,0,
20160317,©МэФ╥ш,3,0,
20160318,©МэФ╥ш,4,0,
20160319,©МэФ╥ш,5,1,
20160320,©МэФ╥ш,6,1,
20160321,©МэФ╥ш,0,0,
20160322,©МэФ╥ш,1,0,
20160323,©МэФ╥ш,2,0,
20160324,©МэФ╥ш,3,0,
20160325,©МэФ╥ш,4,0,
20160326,©МэФ╥ш,5,1,
20160327,©МэФ╥ш,6,1,
20160328,©МэФ╥ш,0,0,
20160329,©МэФ╥ш,1,0,
20160330,©МэФ╥ш,2,0,
20160331,©МэФ╥ш,3,0,
20160401,©МэФ╥ш,4,0,
20160402,©МэФ╥ш,5,1,
20160403,©МэФ╥ш,6,1,
20160404,©МэФ╥ш,0,0,
20160405,©МэФ╥ш,1,0,
20160406,©МэФ╥ш,2,0,
20160407,©МэФ╥ш,3,0,
20160408,©МэФ╥ш,4,0,
20160409,©МэФ╥ш,5,1,
20160410,©МэФ╥ш,6,1,
20160411,©МэФ╥ш,0,0,
20160412,©МэФ╥ш,1,0,
20160413,©МэФ╥ш,2,0,
20160414,©МэФ╥ш,3,0,
20160415,©МэФ╥ш,4,0,
20160416,©МэФ╥ш,5,1,
20160417,©МэФ╥ш,6,1,
20160418,©МэФ╥ш,0,0,
20160419,©МэФ╥ш,1,0,
20160420,©МэФ╥ш,2,0,
20160421,©МэФ╥ш,3,0,
20160422,©МэФ╥ш,4,0,
20160423,©МэФ╥ш,5,1,
20160424,©МэФ╥ш,6,1,
20160425,©МэФ╥ш,0,0,
20160426,©МэФ╥ш,1,0,
20160427,©МэФ╥ш,2,0,
20160428,©МэФ╥ш,3,0,
20160429,©МэФ╥ш,4,0,
20160430,©МэФ╥ш,5,1,
20160501,©МэФ╥ш,6,1,
20160502,©МэФ╥ш,0,0,
20160503,©МэФ╥ш,1,0,
20160504,©МэФ╥ш,2,0,
20160505,©МэФ╥ш,3,0,
20160506,©МэФ╥ш,4,0,
20160507,©МэФ╥ш,5,1,
20160508,©МэФ╥ш,6,1,
20160509,©МэФ╥ш,0,0,
20160510,©МэФ╥ш,1,0,
20160511,©МэФ╥ш,2,0,
20160512,©МэФ╥ш,3,0,
20160513,©МэФ╥ш,4,0,
20160514,©МэФ╥ш,5,1,
20160515,©МэФ╥ш,6,1,
20160516,©МэФ╥ш,0,0,
20160517,©МэФ╥ш,1,0,
20160518,©МэФ╥ш,2,0,
20160519,©МэФ╥ш,3,0,
20160520,©МэФ╥ш,4,0,
20160521,©МэФ╥ш,5,1,
20160522,©МэФ╥ш,6,1,
20160523,©МэФ╥ш,0,0,
20160524,©МэФ╥ш,1,0,
20160525,©МэФ╥ш,2,0,
20160526,©МэФ╥ш,3,0,
20160527,©МэФ╥ш,4,0,
20160528,©МэФ╥ш,5,1,
20160529,©МэФ╥ш,6,1,
20160530,©МэФ╥ш,0,0,
20160531,©МэФ╥ш,1,0,
20160601,©МэФ╥ш,2,0,
20160602,©МэФ╥ш,3,0,
20160603,©МэФ╥ш,4,0,
20160604,©МэФ╥ш,5,1,
20160605,©МэФ╥ш,6,1,
20160606,©МэФ╥ш,0,0,
20160607,©МэФ╥ш,1,0,
20160608,©МэФ╥ш,2,0,
20160609,©МэФ╥ш,3,0,
20160610,©МэФ╥ш,4,0,
20160611,©МэФ╥ш,5,1,
20160612,©МэФ╥ш,6,1,
20160613,©МэФ╥ш,0,0,
20160614,©МэФ╥ш,1,0,
20160615,©МэФ╥ш,2,0,
20160616,©МэФ╥ш,3,0,
20160617,©МэФ╥ш,4,0,
20160618,©МэФ╥ш,5,1,
20160619,©МэФ╥ш,6,1,
20160620,©МэФ╥ш,0,0,
20160621,©МэФ╥ш,1,0,
20160622,©МэФ╥ш,2,0,
20160623,©МэФ╥ш,3,0,
20160624,©МэФ╥ш,4,0,
20160625,©МэФ╥ш,5,1,
20160626,©МэФ╥ш,6,1,
20160627,©МэФ╥ш,0,0,
20160628,©МэФ╥ш,1,0,
20160629,©МэФ╥ш,2,0,
20160630,©МэФ╥ш,3,0,
20160701,©МэФ╥ш,4,0,
20160702,©МэФ╥ш,5,1,
20160703,©МэФ╥ш,6,1,
20160704,©МэФ╥ш,0,0,
20160705,©МэФ╥ш,1,0,
20160706,©МэФ╥ш,2,0,
20160707,©МэФ╥ш,3,0,
20160708,©МэФ╥ш,4,0,
20160709,©МэФ╥ш,5,1,
20160710,©МэФ╥ш,6,1,
20160711,©МэФ╥ш,0,0,
20160712,©МэФ╥ш,1,0,
20160713,©МэФ╥ш,2,0,
20160714,©МэФ╥ш,3,0,
20160715,©МэФ╥ш,4,0,
20160716,©МэФ╥ш,5,1,
20160717,©МэФ╥ш,6,1,
20160718,©МэФ╥ш,0,0,
20160719,©МэФ╥ш,1,0,
20160720,©МэФ╥ш,2,0,
20160721,©МэФ╥ш,3,0,
20160722,©МэФ╥ш,4,0,
20160723,©МэФ╥ш,5,1,
20160724,©МэФ╥ш,6,1,
20160725,©МэФ╥ш,0,0,
20160726,©МэФ╥ш,1,0,
20160727,©МэФ╥ш,2,0,
20160728,©МэФ╥ш,3,0,
20160729,©МэФ╥ш,4,0,
20160730,©МэФ╥ш,5,1,
20160731,©МэФ╥ш,6,1,
20160801,©МэФ╥ш,0,0,
20160802,©МэФ╥ш,1,0,
20160803,©МэФ╥ш,2,0,
20160804,©МэФ╥ш,3,0,
20160805,©МэФ╥ш,4,0,
20160806,©МэФ╥ш,5,1,
20160807,©МэФ╥ш,6,1,
20160808,©МэФ╥ш,0,0,
20160809,©МэФ╥ш,1,0,
20160810,©МэФ╥ш,2,0,
20160811,©МэФ╥ш,3,0,
20160812,©МэФ╥ш,4,0,
20160813,©МэФ╥ш,5,1,
20160814,©МэФ╥ш,6,1,
20160815,©МэФ╥ш,0,0,
20160816,©МэФ╥ш,1,0,
20160817,©МэФ╥ш,2,0,
20160818,©МэФ╥ш,3,0,
20160819,©МэФ╥ш,4,0,
20160820,©МэФ╥ш,5,1,
20160821,©МэФ╥ш,6,1,
20160822,©МэФ╥ш,0,0,
20160823,©МэФ╥ш,1,0,
20160824,©МэФ╥ш,2,0,
20160825,©МэФ╥ш,3,0,
20160826,©МэФ╥ш,4,0,
20160827,©МэФ╥ш,5,1,
20160828,©МэФ╥ш,6,1,
20160829,©МэФ╥ш,0,0,
20160830,©МэФ╥ш,1,0,
20160831,©МэФ╥ш,2,0,
20160901,©МэФ╥ш,3,0,
20160902,©МэФ╥ш,4,0,
20160903,©МэФ╥ш,5,1,
20160904,©МэФ╥ш,6,1,
20160905,©МэФ╥ш,0,0,
20160906,©МэФ╥ш,1,0,
20160907,©МэФ╥ш,2,0,
20160908,©МэФ╥ш,3,0,
20160909,©МэФ╥ш,4,0,
20160910,©МэФ╥ш,5,1,
20160911,©МэФ╥ш,6,1,
20160912,©МэФ╥ш,0,0,
20160913,©МэФ╥ш,1,0,
20160914,©МэФ╥ш,2,0,
20160915,©МэФ╥ш,3,0,
20160916,©МэФ╥ш,4,0,
20160917,©МэФ╥ш,5,1,
20160918,©МэФ╥ш,6,1,
20160919,©МэФ╥ш,0,0,
20160920,©МэФ╥ш,1,0,
20160921,©МэФ╥ш,2,0,
20160922,©МэФ╥ш,3,0,
20160923,©МэФ╥ш,4,0,
20160924,©МэФ╥ш,5,1,
20160925,©МэФ╥ш,6,1,
20160926,©МэФ╥ш,0,0,
20160927,©МэФ╥ш,1,0,
20160928,©МэФ╥ш,2,0,
20160929,©МэФ╥ш,3,0,
20160930,©МэФ╥ш,4,0,
20161001,©МэФ╥ш,5,1,
20161002,©МэФ╥ш,6,1,
20161003,©МэФ╥ш,0,0,
20161004,©МэФ╥ш,1,0,
20161005,©МэФ╥ш,2,0,
20161006,©МэФ╥ш,3,0,
20161007,©МэФ╥ш,4,0,
20161008,©МэФ╥ш,5,1,
20161009,©МэФ╥ш,6,1,
20161010,©МэФ╥ш,0,0,
20161011,©МэФ╥ш,1,0,
20161012,©МэФ╥ш,2,0,
20161013,©МэФ╥ш,3,0,
20161014,©МэФ╥ш,4,0,
20161015,©МэФ╥ш,5,1,
20161016,©МэФ╥ш,6,1,
20161017,©МэФ╥ш,0,0,
20161018,©МэФ╥ш,1,0,
20161019,©МэФ╥ш,2,0,
20161020,©МэФ╥ш,3,0,
20161021,©МэФ╥ш,4,0,
20161022,©МэФ╥ш,5,1,
20161023,©МэФ╥ш,6,1,
20161024,©МэФ╥ш,0,0,
20161025,©МэФ╥ш,1,0,
20161026,©МэФ╥ш,2,0,
20161027,©МэФ╥ш,3,0,
20161028,©МэФ╥ш,4,0,
20161029,©МэФ╥ш,5,1,
20161030,©МэФ╥ш,6,1,
20161031,©МэФ╥ш,0,0,
20161101,©МэФ╥ш,1,0,
20161102,©МэФ╥ш,2,0,
20161103,©МэФ╥ш,3,0,
20161104,©МэФ╥ш,4,0,
20161105,©МэФ╥ш,5,1,
20161106,©МэФ╥ш,6,1,
20161107,©МэФ╥ш,0,0,
20161108,©МэФ╥ш,1,0,
20161109,©МэФ╥ш,2,0,
20161110,©МэФ╥ш,3,0,
20161111,©МэФ╥ш,4,0,
20161112,©МэФ╥ш,5,1,
20161113,©МэФ╥ш,6,1,
20161114,©МэФ╥ш,0,0,
20161115,©МэФ╥ш,1,0,
20161116,©МэФ╥ш,2,0,
20161117,©МэФ╥ш,3,0,
20161118,©МэФ╥ш,4,0,
20161119,©МэФ╥ш,5,1,
20161120,©МэФ╥ш,6,1,
20161121,©МэФ╥ш,0,0,
20161122,©МэФ╥ш,1,0,
20161123,©МэФ╥ш,2,0,
20161124,©МэФ╥ш,3,0,
20161125,©МэФ╥ш,4,0,
20161126,©МэФ╥ш,5,1,
20161127,©МэФ╥ш,6,1,
20161128,©МэФ╥ш,0,0,
20161129,©МэФ╥ш,1,0,
20161130,©МэФ╥ш,2,0,
20161201,©МэФ╥ш,3,0,
20161202,©МэФ╥ш,4,0,
20161203,©МэФ╥ш,5,1,
20161204,©МэФ╥ш,6,1,
20161205,©МэФ╥ш,0,0,
20161206,©МэФ╥ш,1,0,
20161207,©МэФ╥ш,2,0,
20161208,©МэФ╥ш,3,0,
20161209,©МэФ╥ш,4,0,
20161210,©МэФ╥ш,5,1,
20161211,©МэФ╥ш,6,1,
20161212,©МэФ╥ш,0,0,
20161213,©МэФ╥ш,1,0,
20161214,©МэФ╥ш,2,0,
20161215,©МэФ╥ш,3,0,
20161216,©МэФ╥ш,4,0,
20161217,©МэФ╥ш,5,1,
20161218,©МэФ╥ш,6,1,
20161219,©МэФ╥ш,0,0,
20161220,©МэФ╥ш,1,0,
20161221,©МэФ╥ш,2,0,
20161222,©МэФ╥ш,3,0,
20161223,©МэФ╥ш,4,0,
20161224,©МэФ╥ш,5,1,
20161225,©МэФ╥ш,6,1,
20161226,©МэФ╥ш,0,0,
20161227,©МэФ╥ш,1,0,
20161228,©МэФ╥ш,2,0,
20161229,©МэФ╥ш,3,0,
20161230,©МэФ╥ш,4,0,
20161231,©МэФ╥ш,5,1,
20170101,©МэФ╥ш,6,1,
20170102,©МэФ╥ш,0,0,
20170103,©МэФ╥ш,1,0,
20170104,©МэФ╥ш,2,0,
20170105,©МэФ╥ш,3,0,
20170106,©МэФ╥ш,4,0,
20170107,©МэФ╥ш,5,1,
20170108,©МэФ╥ш,6,1,
20170109,©МэФ╥ш,0,0,
20170110,©МэФ╥ш,1,0,
20170111,©МэФ╥ш,2,0,
20170112,©МэФ╥ш,3,0,
20170113,©МэФ╥ш,4,0,
20170114,©МэФ╥ш,5,1,
20170115,©МэФ╥ш,6,1,
20170116,©МэФ╥ш,0,0,
20170117,©МэФ╥ш,1,0,
20170118,©МэФ╥ш,2,0,
20170119,©МэФ╥ш,3,0,
20170120,©МэФ╥ш,4,0,
20170121,©МэФ╥ш,5,1,
20170122,©МэФ╥ш,6,1,
20170123,©МэФ╥ш,0,0,
20170124,©МэФ╥ш,1,0,
20170125,©МэФ╥ш,2,0,
20170126,©МэФ╥ш,3,0,
20170129,©МэФ╥ш,6,1,
20170130,©МэФ╥ш,0,0,
20170131,©МэФ╥ш,1,0,
20170201,©МэФ╥ш,2,0,
20170202,©МэФ╥ш,3,0,
20170203,©МэФ╥ш,4,0,
20170204,©МэФ╥ш,5,1,
20170205,©МэФ╥ш,6,1,
20170206,©МэФ╥ш,0,0,
20170207,©МэФ╥ш,1,0,
20170208,©МэФ╥ш,2,0,
20170209,©МэФ╥ш,3,0,
20170210,©МэФ╥ш,4,0,
20170211,©МэФ╥ш,5,1,
20170212,©МэФ╥ш,6,1,
20170213,©МэФ╥ш,0,0,
20170214,©МэФ╥ш,1,0,
20170215,©МэФ╥ш,2,0,
20170216,©МэФ╥ш,3,0,
20170217,©МэФ╥ш,4,0,
20170218,©МэФ╥ш,5,1,
20170219,©МэФ╥ш,6,1,
20170220,©МэФ╥ш,0,0,
20170221,©МэФ╥ш,1,0,
20170222,©МэФ╥ш,2,0,
20170223,©МэФ╥ш,3,0,
20170224,©МэФ╥ш,4,0,
20170225,©МэФ╥ш,5,1,
20170226,©МэФ╥ш,6,1,
20170227,©МэФ╥ш,0,0,
20170228,©МэФ╥ш,1,0,
20170301,©МэФ╥ш,2,0,
20170302,©МэФ╥ш,3,0,
20170303,©МэФ╥ш,4,0,
20170304,©МэФ╥ш,5,1,
20170305,©МэФ╥ш,6,1,
20170306,©МэФ╥ш,0,0,
20170307,©МэФ╥ш,1,0,
20170308,©МэФ╥ш,2,0,
20170309,©МэФ╥ш,3,0,
20170310,©МэФ╥ш,4,0,
20170311,©МэФ╥ш,5,1,
20170312,©МэФ╥ш,6,1,
20170313,©МэФ╥ш,0,0,
20170314,©МэФ╥ш,1,0,
20170315,©МэФ╥ш,2,0,
20170316,©МэФ╥ш,3,0,
20170317,©МэФ╥ш,4,0,
20170318,©МэФ╥ш,5,1,
20170319,©МэФ╥ш,6,1,
20170320,©МэФ╥ш,0,0,
20170321,©МэФ╥ш,1,0,
20170322,©МэФ╥ш,2,0,
20170323,©МэФ╥ш,3,0,
20170324,©МэФ╥ш,4,0,
20170325,©МэФ╥ш,5,1,
20170326,©МэФ╥ш,6,1,
20170327,©МэФ╥ш,0,0,
20170328,©МэФ╥ш,1,0,
20170329,©МэФ╥ш,2,0,
20170330,©МэФ╥ш,3,0,
20170331,©МэФ╥ш,4,0,
20170401,©МэФ╥ш,5,1,
20170402,©МэФ╥ш,6,1,
20170403,©МэФ╥ш,0,0,
20170404,©МэФ╥ш,1,0,
20170405,©МэФ╥ш,2,0,
20170406,©МэФ╥ш,3,0,
20170407,©МэФ╥ш,4,0,
20170408,©МэФ╥ш,5,1,
20170409,©МэФ╥ш,6,1,
20170410,©МэФ╥ш,0,0,
20170411,©МэФ╥ш,1,0,
20170412,©МэФ╥ш,2,0,
20170413,©МэФ╥ш,3,0,
20170414,©МэФ╥ш,4,0,
20170415,©МэФ╥ш,5,1,
20170416,©МэФ╥ш,6,1,
20170417,©МэФ╥ш,0,0,
20170418,©МэФ╥ш,1,0,
20170419,©МэФ╥ш,2,0,
20170420,©МэФ╥ш,3,0,
20170421,©МэФ╥ш,4,0,
20170422,©МэФ╥ш,5,1,
20170423,©МэФ╥ш,6,1,
20170424,©МэФ╥ш,0,0,
20170425,©МэФ╥ш,1,0,
20170426,©МэФ╥ш,2,0,
20170427,©МэФ╥ш,3,0,
20170428,©МэФ╥ш,4,0,
20170429,©МэФ╥ш,5,1,
20170430,©МэФ╥ш,6,1,
20170501,©МэФ╥ш,0,0,
20170502,©МэФ╥ш,1,0,
20170503,©МэФ╥ш,2,0,
20170504,©МэФ╥ш,3,0,
20170505,©МэФ╥ш,4,0,
20170506,©МэФ╥ш,5,1,
20170507,©МэФ╥ш,6,1,
20170508,©МэФ╥ш,0,0,
20170509,©МэФ╥ш,1,0,
20170510,©МэФ╥ш,2,0,
20170511,©МэФ╥ш,3,0,
20170512,©МэФ╥ш,4,0,
20170513,©МэФ╥ш,5,1,
20170514,©МэФ╥ш,6,1,
20170515,©МэФ╥ш,0,0,
20170516,©МэФ╥ш,1,0,
20170517,©МэФ╥ш,2,0,
20170518,©МэФ╥ш,3,0,
20170519,©МэФ╥ш,4,0,
20170520,©МэФ╥ш,5,1,
20170521,©МэФ╥ш,6,1,
20170522,©МэФ╥ш,0,0,
20170523,©МэФ╥ш,1,0,
20170524,©МэФ╥ш,2,0,
20170525,©МэФ╥ш,3,0,
20170526,©МэФ╥ш,4,0,
20170527,©МэФ╥ш,5,1,
20170528,©МэФ╥ш,6,1,
20170529,©МэФ╥ш,0,0,
20170530,©МэФ╥ш,1,0,
20170531,©МэФ╥ш,2,0,
20170601,©МэФ╥ш,3,0,
20170602,©МэФ╥ш,4,0,
20170603,©МэФ╥ш,5,1,
20170604,©МэФ╥ш,6,1,
20170605,©МэФ╥ш,0,0,
20170606,©МэФ╥ш,1,0,
20170607,©МэФ╥ш,2,0,
20170608,©МэФ╥ш,3,0,
20170609,©МэФ╥ш,4,0,
20170610,©МэФ╥ш,5,1,
20170611,©МэФ╥ш,6,1,
20170612,©МэФ╥ш,0,0,
20170613,©МэФ╥ш,1,0,
20170614,©МэФ╥ш,2,0,
20170615,©МэФ╥ш,3,0,
20170616,©МэФ╥ш,4,0,
20170617,©МэФ╥ш,5,1,
20170618,©МэФ╥ш,6,1,
20170619,©МэФ╥ш,0,0,
20170620,©МэФ╥ш,1,0,
20170621,©МэФ╥ш,2,0,
20170622,©МэФ╥ш,3,0,
20170623,©МэФ╥ш,4,0,
20170624,©МэФ╥ш,5,1,
20170625,©МэФ╥ш,6,1,
20170626,©МэФ╥ш,0,0,
20170627,©МэФ╥ш,1,0,
20170628,©МэФ╥ш,2,0,
20170629,©МэФ╥ш,3,0,
20170630,©МэФ╥ш,4,0,
20170701,©МэФ╥ш,5,1,
20170702,©МэФ╥ш,6,1,
20170703,©МэФ╥ш,0,0,
20170704,©МэФ╥ш,1,0,
20170705,©МэФ╥ш,2,0,
20170706,©МэФ╥ш,3,0,
20170707,©МэФ╥ш,4,0,
20170708,©МэФ╥ш,5,1,
20170709,©МэФ╥ш,6,1,
20170710,©МэФ╥ш,0,0,
20170711,©МэФ╥ш,1,0,
20170712,©МэФ╥ш,2,0,
20170713,©МэФ╥ш,3,0,
20170714,©МэФ╥ш,4,0,
20170715,©МэФ╥ш,5,1,
20170716,©МэФ╥ш,6,1,
20170717,©МэФ╥ш,0,0,
20170718,©МэФ╥ш,1,0,
20170719,©МэФ╥ш,2,0,
20170720,©МэФ╥ш,3,0,
20170721,©МэФ╥ш,4,0,
20170722,©МэФ╥ш,5,1,
20170723,©МэФ╥ш,6,1,
20170724,©МэФ╥ш,0,0,
20170725,©МэФ╥ш,1,0,
20170726,©МэФ╥ш,2,0,
20170727,©МэФ╥ш,3,0,
20170728,©МэФ╥ш,4,0,
20170729,©МэФ╥ш,5,1,
20170730,©МэФ╥ш,6,1,
20170731,©МэФ╥ш,0,0,
20170801,©МэФ╥ш,1,0,
