STAT_DATE,XMMC,CMSL,CMSL_outlier,day_of_week,holiday
2016-01-21,∞¸–ƒ…˙≤À,20,20.0,3,0.0
2016-01-22,∞¸–ƒ…˙≤À,83,33.25,4,0.0
2016-01-23,∞¸–ƒ…˙≤À,31,31.0,5,1.0
2016-01-24,∞¸–ƒ…˙≤À,45,33.25,6,1.0
2016-01-25,∞¸–ƒ…˙≤À,16,21.75,0,0.0
2016-01-26,∞¸–ƒ…˙≤À,34,34.0,1,0.0
2016-01-27,∞¸–ƒ…˙≤À,22,22.0,2,0.0
2016-01-28,∞¸–ƒ…˙≤À,38,33.25,3,0.0
2016-01-29,∞¸–ƒ…˙≤À,33,33.0,4,0.0
2016-01-30,∞¸–ƒ…˙≤À,32,32.0,5,1.0
2016-01-31,∞¸–ƒ…˙≤À,28,28.0,6,1.0
2016-02-01,∞¸–ƒ…˙≤À,38,33.25,0,0.0
2016-02-02,∞¸–ƒ…˙≤À,33,33.0,1,0.0
2016-02-03,∞¸–ƒ…˙≤À,26,26.0,2,0.0
2016-02-04,∞¸–ƒ…˙≤À,29,29.0,3,0.0
2016-02-05,∞¸–ƒ…˙≤À,21,21.0,4,0.0
2016-02-06,∞¸–ƒ…˙≤À,24,24.0,5,0.0
2016-02-09,∞¸–ƒ…˙≤À,28,28.0,1,2.0
2016-02-10,∞¸–ƒ…˙≤À,28,28.0,2,2.0
2016-02-11,∞¸–ƒ…˙≤À,38,35.0,3,2.0
2016-02-12,∞¸–ƒ…˙≤À,28,28.0,4,2.0
2016-02-13,∞¸–ƒ…˙≤À,37,33.25,5,2.0
2016-02-14,∞¸–ƒ…˙≤À,33,29.25,6,0.0
2016-02-15,∞¸–ƒ…˙≤À,18,18.0,0,0.0
2016-02-16,∞¸–ƒ…˙≤À,15,15.0,1,0.0
2016-02-17,∞¸–ƒ…˙≤À,19,19.0,2,0.0
2016-02-18,∞¸–ƒ…˙≤À,19,19.0,3,0.0
2016-02-19,∞¸–ƒ…˙≤À,24,24.0,4,0.0
2016-02-20,∞¸–ƒ…˙≤À,33,29.25,5,1.0
2016-02-21,∞¸–ƒ…˙≤À,24,24.0,6,1.0
2016-02-22,∞¸–ƒ…˙≤À,22,22.0,0,0.0
2016-02-23,∞¸–ƒ…˙≤À,23,23.0,1,0.0
2016-02-24,∞¸–ƒ…˙≤À,16,16.0,2,0.0
2016-02-25,∞¸–ƒ…˙≤À,10,15.75,3,0.0
2016-02-26,∞¸–ƒ…˙≤À,32,23.25,4,0.0
2016-02-27,∞¸–ƒ…˙≤À,22,22.0,5,1.0
2016-02-28,∞¸–ƒ…˙≤À,26,26.0,6,1.0
2016-02-29,∞¸–ƒ…˙≤À,18,18.0,0,0.0
2016-03-01,∞¸–ƒ…˙≤À,16,16.0,1,0.0
2016-03-02,∞¸–ƒ…˙≤À,9,15.75,2,0.0
2016-03-03,∞¸–ƒ…˙≤À,19,19.0,3,0.0
2016-03-04,∞¸–ƒ…˙≤À,25,25.0,4,0.0
2016-03-05,∞¸–ƒ…˙≤À,22,22.0,5,1.0
2016-03-06,∞¸–ƒ…˙≤À,19,22.0,6,1.0
2016-03-07,∞¸–ƒ…˙≤À,14,14.0,0,0.0
2016-03-08,∞¸–ƒ…˙≤À,33,23.25,1,0.0
2016-03-09,∞¸–ƒ…˙≤À,13,15.75,2,0.0
2016-03-10,∞¸–ƒ…˙≤À,18,18.0,3,0.0
2016-03-11,∞¸–ƒ…˙≤À,25,25.0,4,0.0
2016-03-12,∞¸–ƒ…˙≤À,28,28.0,5,1.0
2016-03-13,∞¸–ƒ…˙≤À,27,27.0,6,1.0
2016-03-14,∞¸–ƒ…˙≤À,12,12.0,0,0.0
2016-03-15,∞¸–ƒ…˙≤À,9,9.0,1,0.0
2016-03-16,∞¸–ƒ…˙≤À,7,10.0,2,0.0
2016-03-17,∞¸–ƒ…˙≤À,25,20.0,3,0.0
2016-03-18,∞¸–ƒ…˙≤À,27,20.0,4,0.0
2016-03-19,∞¸–ƒ…˙≤À,32,32.0,5,1.0
2016-03-20,∞¸–ƒ…˙≤À,33,33.0,6,1.0
2016-03-21,∞¸–ƒ…˙≤À,14,14.0,0,0.0
2016-03-22,∞¸–ƒ…˙≤À,7,10.0,1,0.0
2016-03-23,∞¸–ƒ…˙≤À,10,10.0,2,0.0
2016-03-24,∞¸–ƒ…˙≤À,16,16.0,3,0.0
2016-03-25,∞¸–ƒ…˙≤À,22,22.0,4,0.0
2016-03-26,∞¸–ƒ…˙≤À,34,34.0,5,1.0
2016-03-27,∞¸–ƒ…˙≤À,17,25.75,6,1.0
2016-03-28,∞¸–ƒ…˙≤À,10,10.0,0,0.0
2016-03-29,∞¸–ƒ…˙≤À,20,20.0,1,0.0
2016-03-30,∞¸–ƒ…˙≤À,15,15.0,2,0.0
2016-03-31,∞¸–ƒ…˙≤À,20,20.0,3,0.0
2016-04-01,∞¸–ƒ…˙≤À,11,11.0,4,0.0
2016-04-02,∞¸–ƒ…˙≤À,35,35.0,5,2.0
2016-04-03,∞¸–ƒ…˙≤À,28,28.0,6,2.0
2016-04-04,∞¸–ƒ…˙≤À,18,28.0,0,2.0
2016-04-05,∞¸–ƒ…˙≤À,16,16.0,1,0.0
2016-04-06,∞¸–ƒ…˙≤À,10,10.0,2,0.0
2016-04-07,∞¸–ƒ…˙≤À,16,16.0,3,0.0
2016-04-08,∞¸–ƒ…˙≤À,24,20.0,4,0.0
2016-04-09,∞¸–ƒ…˙≤À,22,25.75,5,1.0
2016-04-10,∞¸–ƒ…˙≤À,27,27.0,6,1.0
2016-04-11,∞¸–ƒ…˙≤À,20,17.5,0,0.0
2016-04-12,∞¸–ƒ…˙≤À,9,11.75,1,0.0
2016-04-13,∞¸–ƒ…˙≤À,16,16.0,2,0.0
2016-04-14,∞¸–ƒ…˙≤À,14,14.0,3,0.0
2016-04-15,∞¸–ƒ…˙≤À,24,17.5,4,0.0
2016-04-16,∞¸–ƒ…˙≤À,27,27.0,5,1.0
2016-04-17,∞¸–ƒ…˙≤À,16,22.75,6,1.0
2016-04-18,∞¸–ƒ…˙≤À,11,11.0,0,0.0
2016-04-19,∞¸–ƒ…˙≤À,13,13.0,1,0.0
2016-04-20,∞¸–ƒ…˙≤À,19,19.0,2,0.0
2016-04-21,∞¸–ƒ…˙≤À,9,11.75,3,0.0
2016-04-22,∞¸–ƒ…˙≤À,17,17.0,4,0.0
2016-04-23,∞¸–ƒ…˙≤À,34,28.75,5,1.0
2016-04-24,∞¸–ƒ…˙≤À,25,25.0,6,1.0
2016-04-25,∞¸–ƒ…˙≤À,11,11.0,0,0.0
2016-04-26,∞¸–ƒ…˙≤À,21,17.5,1,0.0
2016-04-27,∞¸–ƒ…˙≤À,17,17.0,2,0.0
2016-04-28,∞¸–ƒ…˙≤À,13,13.0,3,0.0
2016-04-29,∞¸–ƒ…˙≤À,16,16.0,4,0.0
2016-04-30,∞¸–ƒ…˙≤À,28,28.0,5,2.0
2016-05-01,∞¸–ƒ…˙≤À,16,28.0,6,2.0
2016-05-02,∞¸–ƒ…˙≤À,35,17.5,0,2.0
2016-05-03,∞¸–ƒ…˙≤À,15,15.0,1,0.0
2016-05-04,∞¸–ƒ…˙≤À,12,12.0,2,0.0
2016-05-05,∞¸–ƒ…˙≤À,7,11.75,3,0.0
2016-05-06,∞¸–ƒ…˙≤À,17,17.0,4,0.0
2016-05-07,∞¸–ƒ…˙≤À,31,28.75,5,1.0
2016-05-08,∞¸–ƒ…˙≤À,32,32.0,6,1.0
2016-05-09,∞¸–ƒ…˙≤À,16,16.0,0,0.0
2016-05-10,∞¸–ƒ…˙≤À,12,12.0,1,0.0
2016-05-11,∞¸–ƒ…˙≤À,15,15.0,2,0.0
2016-05-12,∞¸–ƒ…˙≤À,26,16.0,3,0.0
2016-05-13,∞¸–ƒ…˙≤À,15,15.0,4,0.0
2016-05-14,∞¸–ƒ…˙≤À,32,32.0,5,1.0
2016-05-15,∞¸–ƒ…˙≤À,24,24.0,6,1.0
2016-05-16,∞¸–ƒ…˙≤À,11,11.0,0,0.0
2016-05-17,∞¸–ƒ…˙≤À,12,12.0,1,0.0
2016-05-18,∞¸–ƒ…˙≤À,14,14.0,2,0.0
2016-05-19,∞¸–ƒ…˙≤À,10,12.0,3,0.0
2016-05-20,∞¸–ƒ…˙≤À,20,16.0,4,0.0
2016-05-21,∞¸–ƒ…˙≤À,21,21.0,5,1.0
2016-05-22,∞¸–ƒ…˙≤À,26,26.0,6,1.0
2016-05-23,∞¸–ƒ…˙≤À,19,16.0,0,0.0
2016-05-24,∞¸–ƒ…˙≤À,13,13.0,1,0.0
2016-05-25,∞¸–ƒ…˙≤À,12,12.0,2,0.0
2016-05-26,∞¸–ƒ…˙≤À,12,12.0,3,0.0
2016-05-27,∞¸–ƒ…˙≤À,16,16.0,4,0.0
2016-05-28,∞¸–ƒ…˙≤À,30,30.0,5,1.0
2016-05-29,∞¸–ƒ…˙≤À,18,23.25,6,1.0
2016-05-30,∞¸–ƒ…˙≤À,10,12.0,0,0.0
2016-05-31,∞¸–ƒ…˙≤À,15,15.0,1,0.0
2016-06-01,∞¸–ƒ…˙≤À,23,16.0,2,0.0
2016-06-02,∞¸–ƒ…˙≤À,13,13.0,3,0.0
2016-06-03,∞¸–ƒ…˙≤À,16,16.0,4,0.0
2016-06-04,∞¸–ƒ…˙≤À,31,31.0,5,1.0
2016-06-05,∞¸–ƒ…˙≤À,16,21.25,6,1.0
2016-06-06,∞¸–ƒ…˙≤À,12,16.75,0,0.0
2016-06-07,∞¸–ƒ…˙≤À,16,16.0,1,0.0
2016-06-08,∞¸–ƒ…˙≤À,26,23.25,2,0.0
2016-06-09,∞¸–ƒ…˙≤À,41,35.0,3,2.0
2016-06-10,∞¸–ƒ…˙≤À,32,23.25,4,2.0
2016-06-11,∞¸–ƒ…˙≤À,32,32.0,5,2.0
2016-06-12,∞¸–ƒ…˙≤À,13,21.25,6,0.0
2016-06-13,∞¸–ƒ…˙≤À,21,21.0,0,0.0
2016-06-14,∞¸–ƒ…˙≤À,15,15.0,1,0.0
2016-06-15,∞¸–ƒ…˙≤À,22,22.0,2,0.0
2016-06-16,∞¸–ƒ…˙≤À,23,23.0,3,0.0
2016-06-17,∞¸–ƒ…˙≤À,14,16.75,4,0.0
2016-06-18,∞¸–ƒ…˙≤À,33,33.0,5,1.0
2016-06-19,∞¸–ƒ…˙≤À,33,33.0,6,1.0
2016-06-20,∞¸–ƒ…˙≤À,18,18.0,0,0.0
2016-06-21,∞¸–ƒ…˙≤À,18,18.0,1,0.0
2016-06-22,∞¸–ƒ…˙≤À,19,19.0,2,0.0
2016-06-23,∞¸–ƒ…˙≤À,18,18.0,3,0.0
2016-06-24,∞¸–ƒ…˙≤À,23,23.0,4,0.0
2016-06-25,∞¸–ƒ…˙≤À,23,23.0,5,1.0
2016-06-26,∞¸–ƒ…˙≤À,35,35.0,6,1.0
2016-06-27,∞¸–ƒ…˙≤À,13,16.75,0,0.0
2016-06-28,∞¸–ƒ…˙≤À,17,17.0,1,0.0
2016-06-29,∞¸–ƒ…˙≤À,25,25.0,2,0.0
2016-06-30,∞¸–ƒ…˙≤À,18,18.0,3,0.0
2016-07-01,∞¸–ƒ…˙≤À,24,24.0,4,0.0
2016-07-02,∞¸–ƒ…˙≤À,37,37.0,5,1.0
2016-07-03,∞¸–ƒ…˙≤À,27,27.0,6,1.0
2016-07-04,∞¸–ƒ…˙≤À,12,12.0,0,0.0
2016-07-05,∞¸–ƒ…˙≤À,11,14.25,1,0.0
2016-07-06,∞¸–ƒ…˙≤À,9,14.25,2,0.0
2016-07-07,∞¸–ƒ…˙≤À,15,15.0,3,0.0
2016-07-08,∞¸–ƒ…˙≤À,22,22.0,4,0.0
2016-07-09,∞¸–ƒ…˙≤À,32,32.0,5,1.0
2016-07-10,∞¸–ƒ…˙≤À,32,32.0,6,1.0
2016-07-11,∞¸–ƒ…˙≤À,12,12.0,0,0.0
2016-07-12,∞¸–ƒ…˙≤À,22,22.0,1,0.0
2016-07-13,∞¸–ƒ…˙≤À,19,19.0,2,0.0
2016-07-14,∞¸–ƒ…˙≤À,18,18.0,3,0.0
2016-07-15,∞¸–ƒ…˙≤À,36,22.0,4,0.0
2016-07-16,∞¸–ƒ…˙≤À,30,30.0,5,1.0
2016-07-17,∞¸–ƒ…˙≤À,20,25.25,6,1.0
2016-07-18,∞¸–ƒ…˙≤À,16,16.0,0,0.0
2016-07-19,∞¸–ƒ…˙≤À,19,19.0,1,0.0
2016-07-20,∞¸–ƒ…˙≤À,17,17.0,2,0.0
2016-07-21,∞¸–ƒ…˙≤À,24,24.0,3,0.0
2016-07-22,∞¸–ƒ…˙≤À,7,14.25,4,0.0
2016-07-23,∞¸–ƒ…˙≤À,27,27.0,5,1.0
2016-07-24,∞¸–ƒ…˙≤À,18,25.25,6,1.0
2016-07-25,∞¸–ƒ…˙≤À,22,22.0,0,0.0
2016-07-26,∞¸–ƒ…˙≤À,16,16.0,1,0.0
2016-07-27,∞¸–ƒ…˙≤À,15,15.0,2,0.0
2016-07-28,∞¸–ƒ…˙≤À,22,22.0,3,0.0
2016-07-29,∞¸–ƒ…˙≤À,24,24.0,4,0.0
2016-07-30,∞¸–ƒ…˙≤À,28,28.0,5,1.0
2016-07-31,∞¸–ƒ…˙≤À,25,25.0,6,1.0
2016-08-01,∞¸–ƒ…˙≤À,17,17.0,0,0.0
2016-08-02,∞¸–ƒ…˙≤À,21,21.0,1,0.0
2016-08-03,∞¸–ƒ…˙≤À,23,23.0,2,0.0
2016-08-04,∞¸–ƒ…˙≤À,22,22.0,3,0.0
2016-08-05,∞¸–ƒ…˙≤À,19,19.0,4,0.0
2016-08-06,∞¸–ƒ…˙≤À,27,27.0,5,1.0
2016-08-07,∞¸–ƒ…˙≤À,21,24.5,6,1.0
2016-08-08,∞¸–ƒ…˙≤À,22,22.0,0,0.0
2016-08-09,∞¸–ƒ…˙≤À,28,25.0,1,0.0
2016-08-10,∞¸–ƒ…˙≤À,12,18.75,2,0.0
2016-08-11,∞¸–ƒ…˙≤À,16,18.75,3,0.0
2016-08-12,∞¸–ƒ…˙≤À,18,18.0,4,0.0
2016-08-13,∞¸–ƒ…˙≤À,35,35.0,5,1.0
2016-08-14,∞¸–ƒ…˙≤À,23,23.0,6,1.0
2016-08-15,∞¸–ƒ…˙≤À,23,23.0,0,0.0
2016-08-16,∞¸–ƒ…˙≤À,11,18.75,1,0.0
2016-08-17,∞¸–ƒ…˙≤À,22,22.0,2,0.0
2016-08-18,∞¸–ƒ…˙≤À,21,21.0,3,0.0
2016-08-19,∞¸–ƒ…˙≤À,30,25.0,4,0.0
2016-08-20,∞¸–ƒ…˙≤À,38,33.5,5,1.0
2016-08-21,∞¸–ƒ…˙≤À,29,29.0,6,1.0
2016-08-22,∞¸–ƒ…˙≤À,25,25.0,0,0.0
2016-08-23,∞¸–ƒ…˙≤À,25,25.0,1,0.0
2016-08-24,∞¸–ƒ…˙≤À,20,20.0,2,0.0
2016-08-25,∞¸–ƒ…˙≤À,26,26.0,3,0.0
2016-08-26,∞¸–ƒ…˙≤À,32,25.0,4,0.0
2016-08-27,∞¸–ƒ…˙≤À,33,33.0,5,1.0
2016-08-28,∞¸–ƒ…˙≤À,39,32.75,6,1.0
2016-08-29,∞¸–ƒ…˙≤À,20,20.0,0,0.0
2016-08-30,∞¸–ƒ…˙≤À,21,21.0,1,0.0
2016-08-31,∞¸–ƒ…˙≤À,25,22.5,2,0.0
2016-09-01,∞¸–ƒ…˙≤À,15,15.0,3,0.0
2016-09-02,∞¸–ƒ…˙≤À,18,18.0,4,0.0
2016-09-03,∞¸–ƒ…˙≤À,35,35.0,5,1.0
2016-09-04,∞¸–ƒ…˙≤À,32,32.0,6,1.0
2016-09-05,∞¸–ƒ…˙≤À,11,14.75,0,0.0
2016-09-06,∞¸–ƒ…˙≤À,18,18.0,1,0.0
2016-09-07,∞¸–ƒ…˙≤À,16,16.0,2,0.0
2016-09-08,∞¸–ƒ…˙≤À,24,24.0,3,0.0
2016-09-09,∞¸–ƒ…˙≤À,22,22.0,4,0.0
2016-09-10,∞¸–ƒ…˙≤À,26,26.0,5,1.0
2016-09-11,∞¸–ƒ…˙≤À,25,25.0,6,1.0
2016-09-12,∞¸–ƒ…˙≤À,13,13.0,0,0.0
2016-09-13,∞¸–ƒ…˙≤À,20,20.0,1,0.0
2016-09-14,∞¸–ƒ…˙≤À,29,22.5,2,0.0
2016-09-15,∞¸–ƒ…˙≤À,46,37.0,3,2.0
2016-09-16,∞¸–ƒ…˙≤À,38,22.5,4,2.0
2016-09-17,∞¸–ƒ…˙≤À,19,26.5,5,2.0
2016-09-18,∞¸–ƒ…˙≤À,21,24.0,6,0.0
2016-09-19,∞¸–ƒ…˙≤À,17,17.0,0,0.0
2016-09-20,∞¸–ƒ…˙≤À,12,14.75,1,0.0
2016-09-21,∞¸–ƒ…˙≤À,14,14.0,2,0.0
2016-09-22,∞¸–ƒ…˙≤À,13,13.0,3,0.0
2016-09-23,∞¸–ƒ…˙≤À,22,22.0,4,0.0
2016-09-24,∞¸–ƒ…˙≤À,32,32.0,5,1.0
2016-09-25,∞¸–ƒ…˙≤À,27,27.0,6,1.0
2016-09-26,∞¸–ƒ…˙≤À,16,16.0,0,0.0
2016-09-27,∞¸–ƒ…˙≤À,16,16.0,1,0.0
2016-09-28,∞¸–ƒ…˙≤À,20,20.0,2,0.0
2016-09-29,∞¸–ƒ…˙≤À,24,24.0,3,0.0
2016-09-30,∞¸–ƒ…˙≤À,24,24.0,4,0.0
2016-10-01,∞¸–ƒ…˙≤À,25,25.0,5,2.0
2016-10-02,∞¸–ƒ…˙≤À,31,31.0,6,2.0
2016-10-03,∞¸–ƒ…˙≤À,28,23.0,0,2.0
2016-10-04,∞¸–ƒ…˙≤À,33,23.0,1,2.0
2016-10-05,∞¸–ƒ…˙≤À,21,26.5,2,2.0
2016-10-06,∞¸–ƒ…˙≤À,23,26.5,3,2.0
2016-10-07,∞¸–ƒ…˙≤À,16,26.5,4,2.0
2016-10-08,∞¸–ƒ…˙≤À,16,24.5,5,0.0
2016-10-09,∞¸–ƒ…˙≤À,23,23.0,6,0.0
2016-10-10,∞¸–ƒ…˙≤À,21,21.0,0,0.0
2016-10-11,∞¸–ƒ…˙≤À,9,16.0,1,0.0
2016-10-12,∞¸–ƒ…˙≤À,22,22.0,2,0.0
2016-10-13,∞¸–ƒ…˙≤À,23,23.0,3,0.0
2016-10-14,∞¸–ƒ…˙≤À,19,19.0,4,0.0
2016-10-15,∞¸–ƒ…˙≤À,33,33.0,5,1.0
2016-10-16,∞¸–ƒ…˙≤À,30,30.0,6,1.0
2016-10-17,∞¸–ƒ…˙≤À,11,16.0,0,0.0
2016-10-18,∞¸–ƒ…˙≤À,15,15.0,1,0.0
2016-10-19,∞¸–ƒ…˙≤À,13,16.0,2,0.0
2016-10-20,∞¸–ƒ…˙≤À,20,20.0,3,0.0
2016-10-21,∞¸–ƒ…˙≤À,18,18.0,4,0.0
2016-10-22,∞¸–ƒ…˙≤À,45,31.5,5,1.0
2016-10-23,∞¸–ƒ…˙≤À,36,36.0,6,1.0
2016-10-24,∞¸–ƒ…˙≤À,22,22.0,0,0.0
2016-10-25,∞¸–ƒ…˙≤À,19,20.75,1,0.0
2016-10-26,∞¸–ƒ…˙≤À,23,23.0,2,0.0
2016-10-27,∞¸–ƒ…˙≤À,26,26.0,3,0.0
2016-10-28,∞¸–ƒ…˙≤À,32,26.25,4,0.0
2016-10-29,∞¸–ƒ…˙≤À,37,37.0,5,1.0
2016-10-30,∞¸–ƒ…˙≤À,34,34.0,6,1.0
2016-10-31,∞¸–ƒ…˙≤À,21,21.0,0,0.0
2016-11-01,∞¸–ƒ…˙≤À,22,22.0,1,0.0
2016-11-02,∞¸–ƒ…˙≤À,27,27.0,2,0.0
2016-11-03,∞¸–ƒ…˙≤À,26,26.0,3,0.0
2016-11-04,∞¸–ƒ…˙≤À,33,26.25,4,0.0
2016-11-05,∞¸–ƒ…˙≤À,37,37.0,5,1.0
2016-11-06,∞¸–ƒ…˙≤À,28,28.0,6,1.0
2016-11-07,∞¸–ƒ…˙≤À,13,20.75,0,0.0
2016-11-08,∞¸–ƒ…˙≤À,16,20.75,1,0.0
2016-11-09,∞¸–ƒ…˙≤À,28,26.25,2,0.0
2016-11-10,∞¸–ƒ…˙≤À,26,26.0,3,0.0
2016-11-11,∞¸–ƒ…˙≤À,21,21.0,4,0.0
2016-11-12,∞¸–ƒ…˙≤À,38,38.0,5,1.0
2016-11-13,∞¸–ƒ…˙≤À,20,26.0,6,1.0
2016-11-14,∞¸–ƒ…˙≤À,19,20.75,0,0.0
2016-11-15,∞¸–ƒ…˙≤À,20,20.0,1,0.0
2016-11-16,∞¸–ƒ…˙≤À,24,24.0,2,0.0
2016-11-17,∞¸–ƒ…˙≤À,21,21.0,3,0.0
2016-11-18,∞¸–ƒ…˙≤À,30,26.25,4,0.0
2016-11-19,∞¸–ƒ…˙≤À,15,26.0,5,1.0
2016-11-20,∞¸–ƒ…˙≤À,38,34.25,6,1.0
2016-11-21,∞¸–ƒ…˙≤À,23,23.0,0,0.0
2016-11-22,∞¸–ƒ…˙≤À,23,23.0,1,0.0
2016-11-23,∞¸–ƒ…˙≤À,12,18.75,2,0.0
2016-11-24,∞¸–ƒ…˙≤À,30,24.5,3,0.0
2016-11-25,∞¸–ƒ…˙≤À,34,24.5,4,0.0
2016-11-26,∞¸–ƒ…˙≤À,31,31.0,5,1.0
2016-11-27,∞¸–ƒ…˙≤À,46,34.25,6,1.0
2016-11-28,∞¸–ƒ…˙≤À,33,24.5,0,0.0
2016-11-29,∞¸–ƒ…˙≤À,19,19.0,1,0.0
2016-11-30,∞¸–ƒ…˙≤À,19,19.0,2,0.0
2016-12-01,∞¸–ƒ…˙≤À,21,21.0,3,0.0
2016-12-02,∞¸–ƒ…˙≤À,21,21.0,4,0.0
2016-12-03,∞¸–ƒ…˙≤À,33,33.0,5,1.0
2016-12-04,∞¸–ƒ…˙≤À,20,25.25,6,1.0
2016-12-05,∞¸–ƒ…˙≤À,7,18.75,0,0.0
2016-12-06,∞¸–ƒ…˙≤À,20,20.0,1,0.0
2016-12-07,∞¸–ƒ…˙≤À,14,18.75,2,0.0
2016-12-08,∞¸–ƒ…˙≤À,18,18.0,3,0.0
2016-12-09,∞¸–ƒ…˙≤À,24,24.0,4,0.0
2016-12-10,∞¸–ƒ…˙≤À,23,23.0,5,1.0
2016-12-11,∞¸–ƒ…˙≤À,26,26.0,6,1.0
2016-12-12,∞¸–ƒ…˙≤À,13,18.75,0,0.0
2016-12-13,∞¸–ƒ…˙≤À,24,24.0,1,0.0
2016-12-14,∞¸–ƒ…˙≤À,29,24.5,2,0.0
2016-12-15,∞¸–ƒ…˙≤À,26,26.0,3,0.0
2016-12-16,∞¸–ƒ…˙≤À,22,22.0,4,0.0
2016-12-17,∞¸–ƒ…˙≤À,33,33.0,5,1.0
2016-12-18,∞¸–ƒ…˙≤À,21,31.0,6,1.0
2016-12-19,∞¸–ƒ…˙≤À,15,19.0,0,0.0
2016-12-20,∞¸–ƒ…˙≤À,19,19.0,1,0.0
2016-12-21,∞¸–ƒ…˙≤À,13,19.0,2,0.0
2016-12-22,∞¸–ƒ…˙≤À,21,21.0,3,0.0
2016-12-23,∞¸–ƒ…˙≤À,24,24.0,4,0.0
2016-12-24,∞¸–ƒ…˙≤À,45,37.5,5,1.0
2016-12-25,∞¸–ƒ…˙≤À,34,34.0,6,1.0
2016-12-26,∞¸–ƒ…˙≤À,23,23.0,0,0.0
2016-12-27,∞¸–ƒ…˙≤À,30,30.0,1,0.0
2016-12-28,∞¸–ƒ…˙≤À,28,28.0,2,0.0
2016-12-29,∞¸–ƒ…˙≤À,19,19.0,3,0.0
2016-12-30,∞¸–ƒ…˙≤À,37,30.0,4,0.0
2016-12-31,∞¸–ƒ…˙≤À,48,37.0,5,2.0
2017-01-01,∞¸–ƒ…˙≤À,32,32.0,6,2.0
2017-01-02,∞¸–ƒ…˙≤À,37,30.0,0,2.0
2017-01-03,∞¸–ƒ…˙≤À,18,18.0,1,0.0
2017-01-04,∞¸–ƒ…˙≤À,19,19.0,2,0.0
2017-01-05,∞¸–ƒ…˙≤À,16,16.0,3,0.0
2017-01-06,∞¸–ƒ…˙≤À,24,24.0,4,0.0
2017-01-07,∞¸–ƒ…˙≤À,28,31.0,5,1.0
2017-01-08,∞¸–ƒ…˙≤À,35,35.0,6,1.0
2017-01-09,∞¸–ƒ…˙≤À,24,24.0,0,0.0
2017-01-10,∞¸–ƒ…˙≤À,32,32.0,1,0.0
2017-01-11,∞¸–ƒ…˙≤À,23,23.0,2,0.0
2017-01-12,∞¸–ƒ…˙≤À,30,30.0,3,0.0
2017-01-13,∞¸–ƒ…˙≤À,31,31.0,4,0.0
2017-01-14,∞¸–ƒ…˙≤À,34,34.0,5,1.0
2017-01-15,∞¸–ƒ…˙≤À,39,30.5,6,1.0
2017-01-16,∞¸–ƒ…˙≤À,21,21.0,0,0.0
2017-01-17,∞¸–ƒ…˙≤À,22,22.0,1,0.0
2017-01-18,∞¸–ƒ…˙≤À,18,18.0,2,0.0
2017-01-19,∞¸–ƒ…˙≤À,24,24.0,3,0.0
2017-01-20,∞¸–ƒ…˙≤À,40,26.25,4,0.0
2017-01-21,∞¸–ƒ…˙≤À,32,32.0,5,1.0
2017-01-22,∞¸–ƒ…˙≤À,24,24.0,6,0.0
2017-01-23,∞¸–ƒ…˙≤À,27,27.0,0,0.0
2017-01-24,∞¸–ƒ…˙≤À,26,26.0,1,0.0
2017-01-25,∞¸–ƒ…˙≤À,26,26.0,2,0.0
2017-01-26,∞¸–ƒ…˙≤À,9,18.0,3,0.0
2017-01-29,∞¸–ƒ…˙≤À,25,25.0,6,2.0
2017-01-30,∞¸–ƒ…˙≤À,35,26.25,0,2.0
2017-01-31,∞¸–ƒ…˙≤À,25,25.0,1,2.0
2017-02-01,∞¸–ƒ…˙≤À,28,28.0,2,2.0
2017-02-02,∞¸–ƒ…˙≤À,28,28.0,3,2.0
2017-02-03,∞¸–ƒ…˙≤À,20,20.0,4,0.0
2017-02-04,∞¸–ƒ…˙≤À,16,24.0,5,0.0
2017-02-05,∞¸–ƒ…˙≤À,27,27.0,6,1.0
2017-02-06,∞¸–ƒ…˙≤À,15,18.0,0,0.0
2017-02-07,∞¸–ƒ…˙≤À,18,18.0,1,0.0
2017-02-08,∞¸–ƒ…˙≤À,24,24.0,2,0.0
2017-02-09,∞¸–ƒ…˙≤À,16,16.0,3,0.0
2017-02-10,∞¸–ƒ…˙≤À,16,16.0,4,0.0
2017-02-11,∞¸–ƒ…˙≤À,30,30.0,5,1.0
2017-02-12,∞¸–ƒ…˙≤À,24,24.0,6,1.0
2017-02-13,∞¸–ƒ…˙≤À,20,20.0,0,0.0
2017-02-14,∞¸–ƒ…˙≤À,29,29.0,1,0.0
2017-02-15,∞¸–ƒ…˙≤À,17,17.0,2,0.0
2017-02-16,∞¸–ƒ…˙≤À,28,28.0,3,0.0
2017-02-17,∞¸–ƒ…˙≤À,30,30.0,4,0.0
2017-02-18,∞¸–ƒ…˙≤À,40,40.0,5,1.0
2017-02-19,∞¸–ƒ…˙≤À,31,31.0,6,1.0
2017-02-20,∞¸–ƒ…˙≤À,15,15.0,0,0.0
2017-02-21,∞¸–ƒ…˙≤À,29,29.0,1,0.0
2017-02-22,∞¸–ƒ…˙≤À,20,20.0,2,0.0
2017-02-23,∞¸–ƒ…˙≤À,20,20.0,3,0.0
2017-02-24,∞¸–ƒ…˙≤À,20,20.0,4,0.0
2017-02-25,∞¸–ƒ…˙≤À,18,29.5,5,1.0
